name,damage,damage_2,isMatched
dc354_broken_000_bottom_097.png,1,1,False
dc354_broken_000_bottom_098.png,1,1,True
dc354_broken_000_bottom_099.png,2,2,True
dc354_broken_000_bottom_100.png,1,1,True
dc354_broken_000_bottom_101.png,4,4,True
dc354_broken_000_bottom_102.png,1,1,True
dc354_broken_000_bottom_103.png,2,2,False
dc354_broken_000_bottom_104.png,2,2,True
dc354_broken_000_bottom_105.png,2,2,False
dc354_broken_000_bottom_106.png,2,4,False
dc354_broken_000_bottom_107.png,1,1,False
dc354_broken_000_bottom_108.png,2,2,False
dc354_broken_000_bottom_109.png,1,1,False
dc354_broken_000_bottom_110.png,2,2,True
dc354_broken_000_bottom_111.png,4,2,False
dc354_broken_000_bottom_112.png,1,1,True
dc354_broken_000_bottom_113.png,2,2,False
dc354_broken_000_bottom_114.png,1,1,False
dc354_broken_000_bottom_115.png,1,1,True
dc354_broken_000_bottom_116.png,4,4,True
dc354_broken_000_bottom_117.png,3,3,False
dc354_broken_000_bottom_118.png,2,2,False
dc354_broken_000_bottom_119.png,2,2,True
dc354_broken_000_bottom_120.png,2,2,True
dc354_broken_000_bottom_121.png,2,2,False
dc354_broken_000_bottom_122.png,2,2,True
dc354_broken_000_bottom_123.png,2,2,False
dc354_broken_000_bottom_124.png,1,1,True
dc354_broken_000_bottom_125.png,1,1,True
dc354_broken_000_bottom_126.png,2,2,False
dc354_broken_000_bottom_127.png,2,2,False
dc354_broken_000_bottom_128.png,2,2,False
dc354_broken_000_bottom_129.png,2,2,False
dc354_broken_000_bottom_130.png,1,1,False
dc354_broken_000_bottom_131.png,2,2,True
dc354_broken_000_bottom_132.png,1,1,True
dc354_broken_000_bottom_133.png,1,1,False
dc354_broken_000_bottom_134.png,1,1,True
dc354_broken_000_bottom_135.png,2,2,False
dc354_broken_000_bottom_136.png,2,4,False
dc354_broken_000_bottom_137.png,3,3,False
dc354_broken_000_bottom_138.png,2,2,True
dc354_broken_000_bottom_139.png,2,2,False
dc354_broken_000_bottom_140.png,1,1,False
dc354_broken_000_bottom_141.png,4,4,False
dc354_broken_000_bottom_142.png,2,2,False
dc354_broken_000_bottom_143.png,1,1,False
dc354_broken_000_bottom_144.png,2,2,True
dc354_broken_000_bottom_145.png,2,2,True
dc354_broken_000_bottom_146.png,2,2,False
dc354_broken_000_bottom_147.png,2,2,False
dc354_broken_000_bottom_148.png,4,4,True
dc354_broken_000_bottom_149.png,1,1,True
dc354_broken_000_bottom_150.png,2,2,True
dc354_broken_000_bottom_151.png,1,1,True
dc354_broken_000_bottom_152.png,2,2,True
dc354_broken_000_bottom_153.png,2,2,False
dc354_broken_000_bottom_154.png,2,2,False
dc354_broken_000_bottom_155.png,1,1,False
dc354_broken_000_bottom_156.png,4,4,True
dc354_broken_000_bottom_157.png,2,2,False
dc354_broken_000_bottom_158.png,2,2,False
dc354_broken_000_bottom_159.png,4,4,False
dc354_broken_000_bottom_160.png,2,2,False
dc354_broken_000_bottom_161.png,2,2,False
dc354_broken_000_bottom_162.png,2,2,True
dc354_broken_000_bottom_163.png,1,1,False
dc354_broken_000_bottom_164.png,4,4,False
dc354_broken_000_bottom_165.png,2,2,True
dc354_broken_000_bottom_166.png,2,2,False
dc354_broken_000_bottom_167.png,2,2,True
dc354_broken_000_bottom_168.png,2,2,True
dc354_broken_000_bottom_169.png,2,2,False
dc354_broken_000_bottom_170.png,1,1,False
dc354_broken_000_bottom_171.png,2,2,True
dc354_broken_000_bottom_172.png,2,2,False
dc354_broken_000_bottom_173.png,2,2,False
dc354_broken_000_bottom_174.png,2,2,False
dc354_broken_000_bottom_175.png,3,3,False
dc354_broken_000_bottom_176.png,1,1,True
dc354_broken_000_bottom_177.png,1,1,True
dc354_broken_000_bottom_178.png,1,1,False
dc354_broken_000_bottom_179.png,2,2,True
dc354_broken_000_bottom_180.png,3,3,False
dc354_broken_000_bottom_181.png,2,2,True
dc354_broken_000_bottom_182.png,2,2,True
dc354_broken_000_bottom_183.png,1,1,True
dc354_broken_000_bottom_184.png,2,2,False
dc354_broken_000_bottom_185.png,3,3,False
dc354_broken_000_bottom_186.png,2,2,True
dc354_broken_000_bottom_187.png,1,1,False
dc354_broken_000_bottom_188.png,3,3,False
dc354_broken_000_bottom_189.png,2,2,False
dc354_broken_000_bottom_190.png,2,2,True
dc354_broken_000_bottom_191.png,2,2,True
dc354_broken_000_bottom_192.png,1,1,True
dc354_broken_000_bottom_193.png,1,1,True
dc354_broken_000_bottom_194.png,2,2,False
dc354_broken_000_bottom_195.png,4,2,False
dc354_broken_000_bottom_196.png,4,4,False
dc354_broken_000_bottom_197.png,3,3,False
dc354_broken_000_bottom_198.png,3,3,False
dc354_broken_000_bottom_199.png,1,1,True
dc354_broken_000_bottom_200.png,2,2,True
dc354_broken_000_bottom_201.png,1,1,False
dc354_broken_000_bottom_202.png,4,4,False
dc354_broken_000_bottom_203.png,2,2,False
dc354_broken_000_bottom_204.png,2,2,True
dc354_broken_000_bottom_205.png,3,3,False
dc354_broken_000_bottom_206.png,2,2,True
dc354_broken_000_bottom_207.png,2,2,True
dc354_broken_000_bottom_208.png,2,2,False
dc354_broken_000_bottom_209.png,2,2,True
dc354_broken_000_bottom_210.png,1,1,False
dc354_broken_000_bottom_211.png,2,2,False
dc354_broken_000_bottom_212.png,2,2,False
dc354_broken_000_bottom_213.png,1,1,True
dc354_broken_000_bottom_214.png,2,2,True
dc354_broken_000_bottom_215.png,2,2,False
dc354_broken_000_bottom_216.png,2,2,True
dc354_broken_000_bottom_217.png,1,1,False
dc354_broken_000_bottom_218.png,2,2,False
dc354_broken_000_bottom_219.png,4,4,False
dc354_broken_000_top_000.png,2,2,False
dc354_broken_000_top_001.png,1,1,False
dc354_broken_000_top_002.png,2,2,True
dc354_broken_000_top_003.png,2,2,False
dc354_broken_000_top_004.png,2,2,True
dc354_broken_000_top_005.png,2,2,True
dc354_broken_000_top_006.png,3,3,False
dc354_broken_000_top_007.png,2,2,False
dc354_broken_000_top_008.png,2,2,False
dc354_broken_000_top_009.png,2,2,False
dc354_broken_000_top_010.png,4,4,True
dc354_broken_000_top_011.png,1,1,True
dc354_broken_000_top_012.png,2,2,True
dc354_broken_000_top_013.png,2,2,True
dc354_broken_000_top_014.png,3,3,False
dc354_broken_000_top_015.png,2,2,True
dc354_broken_000_top_016.png,4,4,False
dc354_broken_000_top_017.png,2,2,True
dc354_broken_000_top_018.png,2,2,False
dc354_broken_000_top_019.png,1,1,False
dc354_broken_000_top_020.png,2,2,False
dc354_broken_000_top_021.png,1,1,True
dc354_broken_000_top_022.png,3,3,False
dc354_broken_000_top_023.png,2,2,False
dc354_broken_000_top_024.png,3,3,False
dc354_broken_000_top_025.png,2,2,False
dc354_broken_000_top_026.png,2,2,True
dc354_broken_000_top_027.png,4,4,False
dc354_broken_000_top_028.png,1,1,False
dc354_broken_000_top_029.png,3,3,False
dc354_broken_000_top_030.png,4,4,True
dc354_broken_000_top_031.png,2,2,True
dc354_broken_000_top_032.png,4,4,True
dc354_broken_000_top_033.png,4,2,False
dc354_broken_000_top_034.png,4,4,True
dc354_broken_000_top_035.png,2,2,False
dc354_broken_000_top_036.png,2,2,True
dc354_broken_000_top_037.png,2,2,True
dc354_broken_000_top_038.png,3,3,True
dc354_broken_000_top_039.png,1,1,True
dc354_broken_000_top_040.png,2,2,True
dc354_broken_000_top_041.png,2,2,True
dc354_broken_000_top_042.png,1,1,False
dc354_broken_000_top_043.png,2,2,True
dc354_broken_000_top_044.png,2,2,True
dc354_broken_000_top_045.png,4,4,True
dc354_broken_000_top_046.png,2,2,False
dc354_broken_000_top_047.png,2,2,False
dc354_broken_000_top_048.png,3,3,False
dc354_broken_000_top_049.png,3,3,False
dc354_broken_000_top_050.png,1,1,False
dc354_broken_000_top_051.png,2,2,False
dc354_broken_000_top_052.png,2,2,False
dc354_broken_000_top_053.png,1,1,False
dc354_broken_000_top_054.png,2,2,True
dc354_broken_000_top_055.png,1,1,True
dc354_broken_000_top_056.png,3,3,False
dc354_broken_000_top_057.png,1,1,False
dc354_broken_000_top_058.png,2,2,False
dc354_broken_000_top_059.png,2,2,True
dc354_broken_000_top_060.png,3,3,False
dc354_broken_000_top_061.png,4,4,False
dc354_broken_000_top_062.png,4,4,False
dc354_broken_000_top_063.png,4,4,True
dc354_broken_000_top_064.png,2,2,True
dc354_broken_000_top_065.png,2,2,False
dc354_broken_000_top_066.png,4,4,False
dc354_broken_000_top_067.png,2,2,True
dc354_broken_000_top_068.png,2,2,True
dc354_broken_000_top_069.png,3,3,False
dc354_broken_000_top_070.png,1,1,False
dc354_broken_000_top_071.png,3,3,True
dc354_broken_000_top_072.png,1,1,False
dc354_broken_000_top_073.png,2,2,True
dc354_broken_000_top_074.png,1,1,True
dc354_broken_000_top_075.png,2,2,True
dc354_broken_000_top_076.png,1,1,False
dc354_broken_000_top_077.png,2,2,True
dc354_broken_000_top_078.png,1,1,False
dc354_broken_000_top_079.png,3,3,False
dc354_broken_000_top_080.png,3,4,False
dc354_broken_000_top_081.png,1,1,False
dc354_broken_000_top_082.png,4,4,True
dc354_broken_000_top_083.png,3,3,False
dc354_broken_000_top_084.png,2,2,True
dc354_broken_000_top_085.png,2,2,False
dc354_broken_000_top_086.png,2,2,False
dc354_broken_000_top_087.png,2,2,False
dc354_broken_000_top_088.png,2,2,False
dc354_broken_000_top_089.png,2,2,True
dc354_broken_000_top_090.png,3,3,False
dc354_broken_000_top_091.png,2,2,True
dc354_broken_000_top_092.png,1,1,False
dc354_broken_000_top_093.png,1,1,False
dc354_broken_000_top_094.png,3,3,True
dc354_broken_000_top_095.png,2,2,True
dc354_broken_000_top_096.png,2,4,False
dc354_broken_000_top_097.png,1,1,False
dc354_broken_000_top_098.png,1,1,False
dc354_broken_000_top_099.png,2,2,True
dc354_broken_000_top_100.png,1,1,True
dc354_broken_000_top_101.png,1,1,True
dc354_broken_000_top_102.png,4,4,True
dc354_broken_000_top_103.png,2,2,True
dc354_broken_000_top_104.png,1,1,True
dc354_broken_000_top_105.png,3,3,False
dc354_broken_000_top_106.png,4,4,True
dc354_broken_000_top_107.png,1,1,False
dc354_broken_000_top_108.png,2,2,True
dc354_broken_000_top_109.png,2,2,True
dc354_broken_000_top_110.png,2,2,False
dc354_broken_000_top_111.png,4,4,True
dc354_broken_000_top_112.png,2,2,True
dc354_broken_000_top_113.png,1,1,True
dc354_broken_000_top_114.png,1,1,False
dc354_broken_000_top_115.png,2,2,False
dc354_broken_000_top_116.png,1,1,True
dc354_broken_000_top_117.png,3,3,False
dc354_broken_000_top_118.png,1,1,False
dc354_broken_000_top_119.png,2,2,True
dc354_broken_000_top_120.png,1,1,True
dc354_broken_000_top_121.png,3,3,False
dc354_broken_000_top_122.png,3,3,False
dc354_broken_000_top_123.png,1,1,True
dc354_broken_000_top_124.png,2,2,True
dc354_broken_000_top_125.png,1,1,False
dc354_broken_000_top_126.png,2,2,True
dc354_broken_000_top_127.png,2,2,True
dc354_broken_000_top_128.png,1,1,True
dc354_broken_000_top_129.png,2,2,False
dc354_broken_000_top_130.png,1,1,False
dc354_broken_000_top_131.png,2,2,True
dc354_broken_000_top_132.png,2,2,False
dc354_broken_000_top_133.png,3,3,False
dc354_broken_000_top_134.png,2,2,True
dc354_broken_000_top_135.png,1,1,True
dc354_broken_000_top_136.png,4,4,False
dc354_broken_000_top_137.png,3,3,False
dc354_broken_000_top_138.png,2,2,True
dc354_broken_000_top_139.png,2,2,False
dc354_broken_000_top_140.png,1,1,False
dc354_broken_000_top_141.png,2,2,False
dc354_broken_000_top_142.png,2,2,True
dc354_broken_000_top_143.png,2,2,True
dc354_broken_000_top_144.png,2,2,True
dc354_broken_000_top_145.png,2,2,True
dc354_broken_000_top_146.png,2,4,False
dc354_broken_000_top_147.png,2,2,False
dc354_broken_000_top_148.png,3,3,False
dc354_broken_000_top_149.png,3,3,False
dc354_broken_000_top_150.png,2,4,False
dc354_broken_000_top_151.png,1,1,False
dc354_broken_000_top_152.png,2,2,True
dc354_broken_000_top_153.png,2,2,True
dc354_broken_000_top_154.png,1,1,True
dc354_broken_000_top_155.png,2,2,False
dc354_broken_000_top_156.png,2,2,False
dc354_broken_000_top_157.png,2,2,True
dc354_broken_000_top_158.png,2,2,False
dc354_broken_000_top_159.png,2,2,False
dc354_broken_000_top_160.png,2,2,True
dc354_broken_000_top_161.png,2,2,False
dc354_broken_000_top_162.png,2,2,False
dc354_broken_000_top_163.png,3,3,True
dc354_broken_000_top_164.png,4,4,True
dc354_broken_000_top_165.png,1,1,False
dc354_broken_000_top_166.png,1,1,False
dc354_broken_000_top_167.png,2,2,True
dc354_broken_000_top_168.png,2,2,True
dc354_broken_000_top_169.png,2,4,False
dc354_broken_000_top_170.png,2,2,True
dc354_broken_000_top_171.png,2,2,True
dc354_broken_000_top_172.png,2,2,True
dc354_broken_000_top_173.png,2,2,False
dc354_broken_000_top_174.png,1,1,False
dc354_broken_000_top_175.png,3,3,False
dc354_broken_000_top_176.png,1,1,False
dc354_broken_000_top_177.png,2,2,True
dc354_broken_000_top_178.png,2,2,False
dc354_broken_000_top_179.png,3,3,False
dc354_broken_000_top_180.png,1,1,True
dc354_broken_000_top_181.png,1,1,False
dc354_broken_000_top_182.png,2,2,True
dc354_broken_000_top_183.png,3,3,False
dc354_broken_000_top_184.png,3,3,True
dc354_broken_000_top_185.png,3,3,False
dc354_broken_000_top_186.png,2,2,True
dc354_broken_000_top_187.png,4,4,False
dc354_broken_000_top_188.png,3,3,False
dc354_broken_000_top_189.png,2,2,True
dc354_broken_000_top_190.png,2,2,False
dc354_broken_000_top_191.png,2,2,True
dc354_broken_000_top_192.png,4,4,False
dc354_broken_000_top_193.png,1,1,False
dc354_broken_000_top_194.png,2,2,True
dc354_broken_000_top_195.png,1,1,True
dc354_broken_000_top_196.png,3,3,False
dc354_broken_000_top_197.png,1,1,False
dc354_broken_000_top_198.png,4,4,True
dc354_broken_000_top_199.png,1,1,False
dc354_broken_000_top_200.png,2,2,True
dc354_broken_000_top_201.png,3,3,False
dc354_broken_000_top_202.png,3,3,False
dc354_broken_000_top_203.png,2,2,True
dc354_broken_000_top_204.png,2,2,True
dc354_broken_000_top_205.png,2,2,True
dc354_broken_000_top_206.png,2,2,True
dc354_broken_000_top_207.png,2,2,True
dc354_broken_000_top_208.png,2,2,True
dc354_broken_000_top_209.png,1,1,False
dc354_broken_000_top_210.png,2,2,True
dc354_broken_000_top_211.png,2,2,True
dc354_broken_000_top_212.png,2,2,True
dc354_broken_000_top_213.png,2,2,False
dc354_broken_000_top_214.png,2,2,False
dc354_broken_000_top_215.png,2,2,True
dc354_broken_000_top_216.png,2,2,True
dc354_broken_000_top_217.png,4,4,False
dc354_broken_000_top_218.png,4,4,True
dc354_broken_000_top_219.png,2,2,False
dc354_broken_001_bottom_000.png,4,4,True
dc354_broken_001_bottom_001.png,2,2,False
dc354_broken_001_bottom_002.png,4,4,True
dc354_broken_001_bottom_003.png,2,2,False
dc354_broken_001_bottom_004.png,2,2,True
dc354_broken_001_bottom_005.png,1,1,False
dc354_broken_001_bottom_006.png,4,4,True
dc354_broken_001_bottom_007.png,2,2,True
dc354_broken_001_bottom_008.png,1,1,True
dc354_broken_001_bottom_009.png,2,2,True
dc354_broken_001_bottom_010.png,2,2,False
dc354_broken_001_bottom_011.png,1,1,False
dc354_broken_001_bottom_012.png,2,2,True
dc354_broken_001_bottom_013.png,3,3,False
dc354_broken_001_bottom_014.png,2,2,False
dc354_broken_001_bottom_015.png,2,2,True
dc354_broken_001_bottom_016.png,1,1,False
dc354_broken_001_bottom_017.png,4,4,True
dc354_broken_001_bottom_018.png,2,2,False
dc354_broken_001_bottom_019.png,2,2,True
dc354_broken_001_bottom_020.png,1,1,False
dc354_broken_001_bottom_021.png,4,4,True
dc354_broken_001_bottom_022.png,4,4,True
dc354_broken_001_bottom_023.png,1,1,True
dc354_broken_001_bottom_024.png,3,3,False
dc354_broken_001_bottom_025.png,1,2,False
dc354_broken_001_bottom_026.png,2,2,False
dc354_broken_001_bottom_027.png,2,2,True
dc354_broken_001_bottom_028.png,2,2,True
dc354_broken_001_bottom_029.png,4,4,True
dc354_broken_001_bottom_030.png,2,2,True
dc354_broken_001_bottom_031.png,2,2,True
dc354_broken_001_bottom_032.png,2,2,True
dc354_broken_001_bottom_033.png,1,1,False
dc354_broken_001_bottom_034.png,2,2,True
dc354_broken_001_bottom_035.png,1,1,True
dc354_broken_001_bottom_036.png,3,3,False
dc354_broken_001_bottom_037.png,1,1,True
dc354_broken_001_bottom_038.png,4,4,True
dc354_broken_001_bottom_039.png,2,2,True
dc354_broken_001_bottom_040.png,2,2,True
dc354_broken_001_bottom_041.png,1,1,False
dc354_broken_001_bottom_042.png,1,1,True
dc354_broken_001_bottom_043.png,2,2,True
dc354_broken_001_bottom_044.png,2,2,True
dc354_broken_001_bottom_045.png,1,1,False
dc354_broken_001_bottom_046.png,2,4,False
dc354_broken_001_bottom_047.png,2,2,True
dc354_broken_001_bottom_048.png,2,4,False
dc354_broken_001_bottom_049.png,2,2,False
dc354_broken_001_bottom_050.png,4,4,True
dc354_broken_001_bottom_051.png,2,2,True
dc354_broken_001_bottom_052.png,1,1,False
dc354_broken_001_bottom_053.png,2,2,False
dc354_broken_001_bottom_054.png,2,2,False
dc354_broken_001_bottom_055.png,2,2,True
dc354_broken_001_bottom_056.png,2,2,True
dc354_broken_001_bottom_057.png,3,3,False
dc354_broken_001_bottom_058.png,2,2,False
dc354_broken_001_bottom_059.png,4,3,True
dc354_broken_001_bottom_060.png,2,2,True
dc354_broken_001_bottom_061.png,2,2,False
dc354_broken_001_bottom_062.png,2,2,True
dc354_broken_001_bottom_063.png,2,2,True
dc354_broken_001_bottom_064.png,1,1,False
dc354_broken_001_bottom_065.png,4,4,False
dc354_broken_001_bottom_066.png,2,2,True
dc354_broken_001_bottom_067.png,1,1,False
dc354_broken_001_bottom_068.png,1,1,True
dc354_broken_001_bottom_069.png,1,1,True
dc354_broken_001_bottom_070.png,2,2,True
dc354_broken_001_bottom_071.png,2,2,False
dc354_broken_001_bottom_072.png,3,3,False
dc354_broken_001_bottom_073.png,2,2,True
dc354_broken_001_bottom_074.png,2,2,True
dc354_broken_001_bottom_075.png,2,2,True
dc354_broken_001_bottom_076.png,1,1,False
dc354_broken_001_bottom_077.png,2,4,False
dc354_broken_001_bottom_078.png,2,2,False
dc354_broken_001_bottom_079.png,3,3,False
dc354_broken_001_bottom_080.png,2,2,False
dc354_broken_001_bottom_081.png,1,1,False
dc354_broken_001_bottom_082.png,4,2,False
dc354_broken_001_bottom_083.png,1,1,True
dc354_broken_001_bottom_084.png,1,1,True
dc354_broken_001_bottom_085.png,1,1,True
dc354_broken_001_bottom_086.png,1,1,False
dc354_broken_001_bottom_087.png,2,2,False
dc354_broken_001_bottom_088.png,4,4,True
dc354_broken_001_bottom_089.png,4,2,True
dc354_broken_001_bottom_090.png,1,1,False
dc354_broken_001_bottom_091.png,1,1,True
dc354_broken_001_bottom_092.png,2,2,True
dc354_broken_001_bottom_093.png,1,1,False
dc354_broken_001_bottom_094.png,2,2,False
dc354_broken_001_bottom_095.png,3,3,False
dc354_broken_001_bottom_096.png,2,2,False
dc354_broken_001_bottom_097.png,1,1,True
dc354_broken_001_bottom_098.png,2,2,False
dc354_broken_001_bottom_099.png,2,2,False
dc354_broken_001_bottom_100.png,3,3,True
dc354_broken_001_bottom_101.png,1,1,False
dc354_broken_001_bottom_102.png,4,4,True
dc354_broken_001_bottom_103.png,1,1,False
dc354_broken_001_bottom_104.png,1,1,False
dc354_broken_001_bottom_105.png,2,2,True
dc354_broken_001_bottom_106.png,2,2,True
dc354_broken_001_bottom_107.png,4,4,True
dc354_broken_001_bottom_108.png,1,1,True
dc354_broken_001_bottom_109.png,1,1,True
dc354_broken_001_bottom_110.png,2,2,True
dc354_broken_001_bottom_111.png,1,1,True
dc354_broken_001_bottom_112.png,1,1,False
dc354_broken_001_bottom_113.png,2,2,False
dc354_broken_001_bottom_114.png,2,2,False
dc354_broken_001_bottom_115.png,2,2,True
dc354_broken_001_bottom_116.png,2,2,True
dc354_broken_001_bottom_117.png,1,1,True
dc354_broken_001_bottom_118.png,1,1,True
dc354_broken_001_bottom_119.png,2,2,True
dc354_broken_001_bottom_120.png,1,1,False
dc354_broken_001_bottom_121.png,2,2,True
dc354_broken_001_bottom_122.png,3,3,False
dc354_broken_001_bottom_123.png,1,1,True
dc354_broken_001_bottom_124.png,2,2,True
dc354_broken_001_bottom_125.png,1,1,True
dc354_broken_001_bottom_126.png,2,2,True
dc354_broken_001_bottom_127.png,2,2,True
dc354_broken_001_bottom_128.png,1,1,True
dc354_broken_001_bottom_129.png,2,2,True
dc354_broken_001_bottom_130.png,1,1,False
dc354_broken_001_bottom_131.png,2,2,False
dc354_broken_001_bottom_132.png,2,2,False
dc354_broken_001_bottom_133.png,4,4,True
dc354_broken_001_bottom_134.png,1,1,False
dc354_broken_001_bottom_135.png,2,2,True
dc354_broken_001_bottom_136.png,2,2,False
dc354_broken_001_bottom_137.png,2,2,False
dc354_broken_001_bottom_138.png,2,2,True
dc354_broken_001_bottom_139.png,2,2,True
dc354_broken_001_bottom_140.png,2,2,False
dc354_broken_001_bottom_141.png,2,2,False
dc354_broken_001_bottom_142.png,2,2,True
dc354_broken_001_bottom_143.png,1,1,False
dc354_broken_001_bottom_144.png,2,2,True
dc354_broken_001_bottom_145.png,1,1,False
dc354_broken_001_bottom_146.png,2,2,False
dc354_broken_001_bottom_147.png,2,2,True
dc354_broken_001_bottom_148.png,2,2,True
dc354_broken_001_bottom_149.png,2,2,True
dc354_broken_001_bottom_150.png,4,4,False
dc354_broken_001_bottom_151.png,4,2,False
dc354_broken_001_bottom_152.png,2,2,True
dc354_broken_001_bottom_153.png,2,4,False
dc354_broken_001_bottom_154.png,2,2,False
dc354_broken_001_bottom_155.png,2,2,False
dc354_broken_001_bottom_156.png,1,1,True
dc354_broken_001_bottom_157.png,1,1,True
dc354_broken_001_bottom_158.png,2,2,False
dc354_broken_001_bottom_159.png,4,4,False
dc354_broken_001_bottom_160.png,2,2,True
dc354_broken_001_bottom_161.png,1,1,False
dc354_broken_001_bottom_162.png,4,4,True
dc354_broken_001_bottom_163.png,2,2,True
dc354_broken_001_bottom_164.png,2,2,True
dc354_broken_001_bottom_165.png,2,2,True
dc354_broken_001_bottom_166.png,2,2,False
dc354_broken_001_bottom_167.png,3,4,False
dc354_broken_001_bottom_168.png,2,2,True
dc354_broken_001_bottom_169.png,1,1,False
dc354_broken_001_bottom_170.png,1,1,False
dc354_broken_001_bottom_171.png,2,2,True
dc354_broken_001_bottom_172.png,2,2,False
dc354_broken_001_bottom_173.png,1,2,False
dc354_broken_001_bottom_174.png,2,2,False
dc354_broken_001_bottom_175.png,2,2,False
dc354_broken_001_bottom_176.png,1,1,False
dc354_broken_001_bottom_177.png,2,2,True
dc354_broken_001_bottom_178.png,2,2,False
dc354_broken_001_bottom_179.png,4,4,True
dc354_broken_001_bottom_180.png,2,2,True
dc354_broken_001_bottom_181.png,1,1,False
dc354_broken_001_bottom_182.png,2,2,False
dc354_broken_001_bottom_183.png,3,3,False
dc354_broken_001_bottom_184.png,2,2,False
dc354_broken_001_bottom_185.png,2,2,True
